ACC_TIME	ACC_X	ACC_Y	ACC_Z	GYRO_X	GYRO_Y	GYRO_Z
1700000091110	1771	-3413	-423	-786	-958	564
1700000091120	1547	-3247	-99	-860	-791	684
1700000091130	1281	-3108	211	-878	-664	693
1700000091140	1051	-2953	477	-903	-491	603
1700000091150	784	-2747	655	-890	-313	472
1700000091160	525	-2556	799	-937	-82	309
1700000091170	361	-2308	918	-820	97	56
1700000091180	148	-2099	945	-806	309	-163
1700000091190	24	-1892	953	-650	463	-399
1700000091200	-9	-1710	853	-578	628	-569
1700000091210	-2	-1477	692	-451	759	-675
1700000091220	197	-1329	524	-315	874	-671
1700000091230	422	-1159	289	-150	990	-633
1700000091240	731	-1025	23	-12	1037	-461
1700000091250	1103	-967	-310	98	1047	-276
1700000091260	1516	-956	-647	257	1082	-47
1700000091270	1924	-921	-1034	430	990	165
1700000091280	2371	-975	-837	502	943	417
1700000091290	2756	-1052	-520	598	833	567
1700000091300	3056	-1139	-157	687	698	654
1700000091310	3340	-1286	143	705	608	687
1700000091320	3516	-1453	398	806	436	610
1700000091330	3642	-1621	627	809	212	479
1700000091340	3627	-1870	783	768	50	326
1700000091350	3545	-2081	898	721	-214	72
1700000091360	3433	-2307	958	667	-344	-136
1700000091370	3365	-2523	957	585	-503	-378
1700000091380	3169	-2737	885	449	-721	-529
1700000091390	3004	-2938	746	364	-828	-661
1700000091400	2852	-3141	539	219	-937	-681
1700000091410	2658	-3289	352	88	-1106	-637
1700000091420	2536	-3386	53	-72	-1169	-528
1700000091430	2391	-3462	-254	-192	-1142	-291
1700000091440	2259	-3519	-625	-353	-1208	-108
1700000091450	2133	-3460	-939	-503	-1121	130
1700000091460	1952	-3507	-923	-615	-1056	332
1700000091470	1806	-3443	-562	-713	-978	504
1700000091480	1615	-3305	-251	-803	-856	706
1700000091490	1368	-3180	116	-856	-676	704
1700000091500	1169	-2998	334	-920	-558	648
1700000091510	856	-2858	607	-929	-389	531
1700000091520	627	-2649	761	-918	-169	323
1700000091530	355	-2392	908	-861	9	114
1700000091540	266	-2167	928	-793	229	-130
1700000091550	83	-1931	946	-756	391	-329
1700000091560	-6	-1739	880	-649	577	-474
1700000091570	4	-1540	788	-506	722	-703
1700000091580	147	-1333	594	-377	843	-696
1700000091590	308	-1160	376	-214	910	-705
1700000091600	628	-1091	119	-109	1036	-563
1700000091610	972	-1019	-215	53	1067	-361
1700000091620	1363	-913	-510	238	1044	-166
1700000091630	1798	-928	-851	340	1041	71
1700000091640	2206	-948	-970	498	986	319
1700000091650	2597	-1013	-579	561	911	486
1700000091660	2985	-1093	-306	659	757	639
1700000091670	3230	-1226	26	754	613	642
1700000091680	3401	-1415	312	781	425	660
1700000091690	3587	-1592	545	812	276	552
1700000091700	3610	-1822	748	813	107	373
1700000091710	3645	-1984	883	720	-76	172
1700000091720	3478	-2249	906	687	-300	-69
1700000091730	3377	-2455	950	652	-447	-329
1700000091740	3201	-2634	895	532	-654	-495
1700000091750	3055	-2855	801	444	-749	-627
1700000091760	2932	-3079	599	264	-925	-694
1700000091770	2723	-3221	395	112	-1030	-647
1700000091780	2566	-3351	137	-31	-1098	-570
1700000091790	2456	-3437	-127	-164	-1152	-399
1700000091800	2335	-3497	-510	-329	-1180	-193
1700000091810	2155	-3535	-804	-462	-1145	26
1700000091820	2074	-3470	-1023	-604	-1060	298
1700000091830	1888	-3433	-708	-701	-989	471
1700000091840	1683	-3344	-315	-780	-912	645
1700000091850	1515	-3235	-28	-912	-781	697
1700000091860	1235	-3077	238	-854	-608	678
1700000091870	999	-2874	509	-936	-424	571
1700000091880	710	-2682	718	-886	-237	397
1700000091890	504	-2509	836	-941	-48	202
1700000091900	257	-2254	924	-833	163	-9
1700000091910	129	-2013	947	-721	318	-282
1700000091920	0	-1792	959	-677	500	-480
1700000091930	-6	-1610	865	-535	627	-653
1700000091940	72	-1417	668	-431	777	-704
1700000091950	260	-1265	508	-328	910	-677
1700000091960	527	-1139	179	-150	985	-606
1700000091970	822	-1004	-104	13	1051	-428
1700000091980	1209	-952	-366	107	1046	-229
1700000091990	1600	-944	-738	299	1026	-3
1700000092000	2098	-926	-1070	401	986	259
1700000092010	2492	-985	-731	506	907	452
1700000092020	2817	-1025	-364	643	848	610
1700000092030	3166	-1192	-80	733	689	656
1700000092040	3394	-1358	210	813	540	651
1700000092050	3551	-1518	433	777	356	587
1700000092060	3633	-1714	674	750	189	429
1700000092070	3593	-1923	808	785	1	278
1700000092080	3544	-2142	872	718	-203	7
1700000092090	3458	-2402	944	619	-420	-242
1700000092100	3305	-2618	933	586	-567	-404
1700000092110	3130	-2798	860	469	-722	-562
1700000092120	2899	-2987	705	325	-882	-706
1700000092130	2804	-3192	491	188	-979	-749
1700000092140	2639	-3295	270	13	-1098	-594
1700000092150	2463	-3404	-9	-132	-1125	-443
1700000092160	2321	-3509	-308	-253	-1204	-246
1700000092170	2248	-3525	-677	-402	-1160	-59
1700000092180	2069	-3521	-1041	-604	-1114	202
1700000092190	1907	-3501	-831	-695	-1051	429
1700000092200	1751	-3402	-442	-768	-977	567
1700000092210	1537	-3297	-115	-812	-789	670
1700000092220	1314	-3143	202	-864	-652	696
1700000092230	1075	-2966	443	-923	-493	626
1700000092240	833	-2784	653	-932	-355	493
1700000092250	584	-2544	802	-923	-120	307
1700000092260	376	-2410	909	-879	68	45
1700000092270	162	-2104	961	-812	270	-165
1700000092280	38	-1916	947	-735	448	-361
1700000092290	-24	-1676	876	-603	598	-578
1700000092300	34	-1503	737	-489	755	-642
1700000092310	154	-1297	552	-326	891	-723
1700000092320	385	-1196	320	-165	1021	-601
1700000092330	713	-1071	3	-26	1031	-527
1700000092340	1086	-1022	-288	89	1038	-344
1700000092350	1471	-916	-591	278	1069	-50
1700000092360	1877	-940	-955	427	1037	179
1700000092370	2353	-1000	-866	519	945	400
1700000092380	2733	-998	-478	631	858	559
1700000092390	3005	-1153	-123	687	726	638
1700000092400	3273	-1306	112	764	605	712
1700000092410	3483	-1434	392	763	417	638
1700000092420	3597	-1680	582	799	268	543
1700000092430	3622	-1831	800	774	53	288
1700000092440	3583	-2042	920	793	-129	86
1700000092450	3490	-2282	929	647	-327	-132
1700000092460	3318	-2526	957	566	-482	-349
1700000092470	3198	-2698	912	457	-680	-500
1700000092480	3061	-2905	743	349	-788	-650
1700000092490	2830	-3093	609	240	-924	-713
1700000092500	2704	-3238	328	122	-1061	-607
1700000092510	2583	-3339	92	-72	-1138	-528
1700000092520	2400	-3447	-214	-224	-1159	-358
1700000092530	2260	-3534	-555	-347	-1139	-147
1700000092540	2153	-3544	-913	-494	-1131	117
1700000092550	1971	-3489	-917	-588	-1062	341
1700000092560	1819	-3464	-585	-701	-997	563
1700000092570	1628	-3343	-282	-806	-824	649
1700000092580	1415	-3250	54	-865	-738	736
1700000092590	1142	-3002	318	-905	-530	653
1700000092600	892	-2830	568	-898	-367	594
1700000092610	650	-2648	732	-919	-207	380
1700000092620	443	-2435	884	-892	18	153
1700000092630	251	-2206	958	-843	187	-106
1700000092640	85	-1991	989	-756	398	-293
1700000092650	-6	-1806	910	-628	543	-508
1700000092660	44	-1568	791	-532	706	-646
1700000092670	111	-1362	602	-363	847	-661
1700000092680	333	-1227	389	-254	959	-639
1700000092690	615	-1099	121	-113	981	-486
1700000092700	903	-986	-181	41	1047	-396
1700000092710	1361	-914	-520	203	1058	-175
1700000092720	1736	-969	-808	345	1044	81
1700000092730	2198	-965	-990	454	988	311
1700000092740	2555	-972	-662	586	865	460
1700000092750	2919	-1116	-312	655	772	611
1700000092760	3204	-1213	-13	696	663	685
1700000092770	3416	-1412	280	783	469	659
1700000092780	3576	-1545	503	809	327	571
1700000092790	3599	-1760	752	751	93	409
1700000092800	3606	-1967	841	770	-36	162
1700000092810	3518	-2198	927	670	-249	-59
1700000092820	3419	-2412	977	642	-461	-282
1700000092830	3242	-2671	910	536	-608	-492
1700000092840	3088	-2837	823	407	-769	-583
1700000092850	2911	-3078	665	268	-913	-684
1700000092860	2717	-3244	454	115	-1020	-657
1700000092870	2614	-3305	220	-8	-1124	-600
1700000092880	2430	-3459	-112	-128	-1161	-444
1700000092890	2320	-3485	-410	-286	-1162	-221
1700000092900	2193	-3536	-771	-433	-1208	28
1700000092910	2051	-3501	-1064	-585	-1127	246
1700000092920	1906	-3489	-709	-679	-1052	486
1700000092930	1729	-3362	-349	-783	-893	543
1700000092940	1469	-3237	-62	-845	-749	714
1700000092950	1282	-3086	241	-878	-593	700
1700000092960	983	-2880	482	-931	-427	594
1700000092970	757	-2743	671	-936	-260	449
1700000092980	470	-2502	855	-889	-59	245
1700000092990	274	-2284	984	-888	132	-60
1700000093000	126	-2053	979	-832	297	-251
1700000093010	7	-1830	933	-682	518	-441
1700000093020	-10	-1631	817	-555	680	-596
1700000093030	34	-1427	660	-463	796	-710
1700000093040	250	-1260	450	-328	938	-660
1700000093050	461	-1144	241	-129	978	-596
1700000093060	790	-1023	-56	12	990	-479
1700000093070	1175	-999	-391	109	1089	-268
1700000093080	1541	-907	-726	273	1017	-32
1700000093090	2035	-924	-1071	433	1041	260
1700000093100	2444	-999	-802	488	894	440
1700000093110	2831	-1041	-461	638	846	579
1700000093120	3117	-1166	-123	678	702	677
1700000093130	3423	-1347	208	753	563	705
1700000093140	3539	-1489	444	790	395	592
1700000093150	3592	-1706	673	789	176	452
1700000093160	3605	-1898	813	784	26	263
1700000093170	3567	-2133	891	723	-232	20
1700000093180	3452	-2332	950	644	-383	-184
1700000093190	3301	-2587	926	574	-561	-417
1700000093200	3117	-2791	848	453	-689	-584
1700000093210	2985	-2999	746	327	-867	-658
1700000093220	2871	-3145	567	162	-1029	-660
1700000093230	2664	-3285	269	65	-1082	-609
1700000093240	2483	-3414	15	-123	-1104	-513
1700000093250	2374	-3467	-308	-252	-1145	-299
1700000093260	2205	-3493	-649	-395	-1198	-56
1700000093270	2111	-3534	-989	-530	-1121	165
1700000093280	1946	-3522	-796	-623	-1056	438
1700000093290	1764	-3376	-502	-753	-1007	574
1700000093300	1555	-3256	-168	-830	-817	641
1700000093310	1322	-3179	157	-906	-724	695
1700000093320	1098	-3005	374	-889	-526	614
1700000093330	826	-2784	616	-933	-323	489
1700000093340	565	-2577	822	-915	-139	303
1700000093350	365	-2393	883	-886	57	80
1700000093360	153	-2161	964	-790	239	-101
1700000093370	39	-1948	914	-716	389	-395
1700000093380	-3	-1664	867	-629	563	-551
1700000093390	35	-1503	750	-503	712	-642
1700000093400	172	-1371	599	-348	896	-700
1700000093410	376	-1173	304	-202	1001	-658
1700000093420	712	-1068	41	-96	1039	-508
1700000093430	1009	-979	-244	77	1106	-339
1700000093440	1470	-937	-613	222	1063	-121
1700000093450	1825	-933	-935	378	1032	135
1700000093460	2276	-982	-909	494	947	360
1700000093470	2710	-1045	-569	521	847	535
1700000093480	2997	-1134	-210	658	751	596
1700000093490	3277	-1247	81	747	644	715
1700000093500	3462	-1420	370	765	493	645
1700000093510	3577	-1620	634	794	239	496
1700000093520	3601	-1790	744	775	80	339
1700000093530	3595	-2033	894	757	-123	155
1700000093540	3491	-2288	938	662	-319	-106
1700000093550	3373	-2490	975	598	-508	-360
1700000093560	3194	-2680	890	517	-678	-535
1700000093570	3054	-2876	775	387	-813	-626
1700000093580	2867	-3085	590	280	-952	-676
1700000093590	2693	-3267	395	125	-1028	-646
1700000093600	2555	-3346	59	-44	-1082	-585
1700000093610	2421	-3468	-190	-197	-1163	-362
1700000093620	2319	-3522	-528	-340	-1140	-169
1700000093630	2124	-3526	-865	-473	-1161	65
1700000093640	1977	-3508	-958	-566	-1081	314
1700000093650	1833	-3461	-588	-670	-1019	512
1700000093660	1665	-3352	-291	-800	-873	621
1700000093670	1383	-3189	-6	-859	-722	687
1700000093680	1160	-3052	309	-893	-610	670
1700000093690	955	-2849	562	-878	-399	560
1700000093700	660	-2650	699	-893	-218	381
1700000093710	448	-2444	868	-911	-22	166
1700000093720	246	-2193	935	-810	143	-82
1700000093730	68	-1988	941	-764	380	-275
1700000093740	13	-1729	894	-688	553	-485
1700000093750	-17	-1622	782	-548	668	-640
1700000093760	87	-1369	658	-426	801	-708
1700000093770	276	-1218	416	-241	929	-675
1700000093780	543	-1106	178	-138	1048	-563
1700000093790	884	-971	-116	50	1072	-401
1700000093800	1299	-955	-469	131	1085	-195
1700000093810	1746	-928	-784	275	1067	34
1700000093820	2112	-951	-1008	450	990	286
1700000093830	2574	-979	-644	552	877	521
1700000093840	2919	-1097	-301	663	819	567
1700000093850	3144	-1229	3	705	663	712
1700000093860	3432	-1383	250	757	489	691
1700000093870	3601	-1538	513	776	303	560
1700000093880	3615	-1751	688	764	155	399
1700000093890	3630	-1949	846	800	-61	189
1700000093900	3518	-2196	933	714	-222	-15
1700000093910	3398	-2445	964	607	-430	-220
1700000093920	3278	-2604	926	514	-622	-497
1700000093930	3112	-2865	803	433	-740	-592
1700000093940	2909	-3013	668	302	-909	-734
1700000093950	2810	-3195	451	181	-990	-679
1700000093960	2590	-3318	224	20	-1077	-582
1700000093970	2465	-3418	-45	-121	-1167	-434
1700000093980	2354	-3482	-352	-278	-1189	-223
1700000093990	2219	-3539	-755	-387	-1160	24
1700000094000	2058	-3543	-1100	-593	-1087	228
1700000094010	1860	-3516	-812	-653	-1029	434
1700000094020	1727	-3362	-377	-751	-903	638
1700000094030	1549	-3294	-48	-850	-773	663
1700000094040	1302	-3087	209	-936	-646	710
1700000094050	998	-3006	493	-929	-458	628
1700000094060	799	-2699	661	-998	-251	472
1700000094070	546	-2464	826	-880	-79	257
1700000094080	343	-2307	916	-836	117	52
1700000094090	145	-2077	970	-839	294	-243
1700000094100	-4	-1848	922	-726	480	-436
1700000094110	-9	-1680	877	-571	591	-598
1700000094120	94	-1430	686	-457	789	-683
1700000094130	188	-1244	507	-295	881	-719
1700000094140	453	-1123	257	-136	994	-627
1700000094150	752	-1051	-22	-9	1061	-464
1700000094160	1171	-962	-322	136	1047	-259
1700000094170	1567	-936	-672	255	1091	-54
1700000094180	1985	-909	-1028	420	1003	172
1700000094190	2376	-951	-801	510	951	387
1700000094200	2817	-1059	-467	613	866	559
1700000094210	3077	-1154	-149	665	701	641
1700000094220	3366	-1317	157	803	562	709
1700000094230	3503	-1475	383	801	424	626
1700000094240	3586	-1644	660	791	223	505
1700000094250	3589	-1851	840	768	58	285
1700000094260	3578	-2099	880	709	-158	68
1700000094270	3473	-2297	946	649	-377	-198
1700000094280	3329	-2539	945	599	-566	-405
1700000094290	3120	-2762	899	446	-720	-557
1700000094300	3030	-2943	728	299	-858	-648
1700000094310	2767	-3152	567	190	-952	-671
1700000094320	2651	-3275	304	83	-1049	-652
1700000094330	2530	-3410	57	-96	-1158	-536
1700000094340	2355	-3436	-305	-250	-1148	-321
1700000094350	2254	-3531	-635	-357	-1117	-61
1700000094360	2109	-3482	-977	-516	-1150	160
1700000094370	1971	-3514	-888	-626	-1078	391
1700000094380	1776	-3449	-504	-709	-966	537
1700000094390	1576	-3302	-221	-819	-820	664
1700000094400	1345	-3184	100	-835	-671	695
1700000094410	1132	-2994	382	-908	-526	664
1700000094420	856	-2804	622	-930	-348	494
1700000094430	630	-2595	808	-874	-120	313
1700000094440	375	-2404	894	-878	58	73
1700000094450	190	-2163	883	-792	234	-137
1700000094460	88	-1933	962	-748	384	-351
1700000094470	27	-1699	889	-601	551	-539
1700000094480	15	-1475	775	-512	721	-626
1700000094490	143	-1326	540	-333	882	-719
1700000094500	350	-1208	412	-251	953	-640
1700000094510	648	-1059	105	-83	1026	-551
1700000094520	1003	-991	-233	91	1065	-331
1700000094530	1424	-953	-518	235	1073	-129
1700000094540	1816	-931	-836	359	1028	129
1700000094550	2194	-934	-969	475	991	316
1700000094560	2633	-1020	-598	596	907	513
1700000094570	2965	-1132	-220	664	769	648
1700000094580	3250	-1220	64	752	659	717
1700000094590	3450	-1435	336	781	434	652
1700000094600	3553	-1585	560	813	280	558
1700000094610	3648	-1783	752	784	95	394
1700000094620	3575	-1988	852	779	-102	123
1700000094630	3499	-2258	890	700	-277	-100
1700000094640	3375	-2449	981	631	-524	-306
1700000094650	3229	-2667	896	536	-624	-537
1700000094660	3054	-2904	785	385	-821	-664
1700000094670	2847	-3046	648	266	-951	-778
1700000094680	2717	-3204	390	89	-1062	-683
1700000094690	2563	-3322	118	9	-1086	-615
1700000094700	2438	-3441	-143	-144	-1157	-391
1700000094710	2314	-3491	-493	-307	-1175	-151
1700000094720	2150	-3554	-815	-512	-1148	80
1700000094730	2020	-3453	-977	-620	-1050	301
1700000094740	1848	-3464	-637	-651	-1026	470
1700000094750	1658	-3373	-305	-802	-864	611
1700000094760	1450	-3234	7	-871	-769	679
1700000094770	1222	-3066	263	-897	-590	643
1700000094780	925	-2848	535	-967	-426	566
1700000094790	679	-2664	692	-932	-221	406
1700000094800	412	-2466	823	-898	-63	175
1700000094810	269	-2217	956	-865	175	-39
1700000094820	108	-1994	975	-768	362	-273
1700000094830	-23	-1819	907	-656	476	-468
1700000094840	-13	-1608	814	-566	683	-620
1700000094850	89	-1409	642	-434	780	-677
1700000094860	265	-1228	440	-260	945	-686
1700000094870	496	-1112	235	-115	1038	-564
1700000094880	860	-1014	-117	22	1079	-421
1700000094890	1268	-946	-407	130	1082	-222
1700000094900	1676	-902	-759	272	1041	29
1700000094910	2106	-945	-1107	428	1019	241
1700000094920	2499	-965	-685	578	932	460
1700000094930	2862	-1075	-367	694	799	583
1700000094940	3149	-1197	-79	738	640	667
1700000094950	3370	-1365	204	751	523	673
1700000094960	3527	-1524	481	779	350	567
1700000094970	3614	-1733	671	789	118	452
1700000094980	3616	-1926	820	772	-88	221
1700000094990	3535	-2182	928	697	-272	-31
1700000095000	3399	-2401	937	606	-388	-249
1700000095010	3270	-2602	887	516	-583	-423
1700000095020	3070	-2798	823	434	-716	-594
1700000095030	2964	-2978	660	333	-895	-677
1700000095040	2792	-3221	509	173	-1008	-647
1700000095050	2618	-3320	256	3	-1082	-615
1700000095060	2486	-3414	-23	-149	-1116	-470
1700000095070	2352	-3478	-378	-225	-1189	-250
1700000095080	2166	-3544	-721	-388	-1175	11
1700000095090	2127	-3547	-1069	-539	-1116	204
1700000095100	1903	-3471	-734	-677	-1107	413
1700000095110	1722	-3366	-424	-760	-968	597
1700000095120	1506	-3297	-104	-817	-794	658
1700000095130	1290	-3125	207	-870	-641	669
1700000095140	1038	-2942	447	-909	-499	595
1700000095150	833	-2740	672	-919	-295	462
1700000095160	548	-2523	813	-862	-112	265
1700000095170	347	-2313	920	-879	95	17
1700000095180	154	-2116	955	-739	301	-198
1700000095190	38	-1856	960	-687	425	-413
1700000095200	23	-1659	886	-591	655	-613
1700000095210	60	-1480	703	-499	704	-664
1700000095220	212	-1329	514	-322	856	-700
1700000095230	403	-1169	280	-178	1026	-637
1700000095240	708	-1019	-9	-59	1041	-435
1700000095250	1113	-988	-345	79	1047	-312
1700000095260	1528	-945	-641	250	1060	-45
1700000095270	1969	-935	-1025	411	999	231
1700000095280	2360	-981	-823	484	993	415
1700000095290	2754	-1023	-490	637	846	565
1700000095300	3056	-1143	-163	664	738	646
1700000095310	3329	-1270	126	809	554	705
1700000095320	3475	-1504	378	782	428	654
1700000095330	3593	-1633	582	761	241	504
1700000095340	3634	-1835	798	776	61	303
1700000095350	3549	-2122	925	704	-144	59
1700000095360	3491	-2242	956	684	-341	-155
1700000095370	3315	-2551	975	575	-486	-379
1700000095380	3132	-2787	902	483	-756	-526
1700000095390	2963	-2953	744	344	-843	-603
1700000095400	2776	-3116	581	235	-926	-688
1700000095410	2705	-3275	316	93	-1052	-656
1700000095420	2548	-3408	59	-55	-1161	-514
1700000095430	2376	-3453	-227	-246	-1179	-340
1700000095440	2234	-3498	-591	-378	-1167	-82
1700000095450	2105	-3555	-908	-517	-1114	108
1700000095460	1990	-3503	-884	-588	-1034	322
1700000095470	1785	-3431	-553	-764	-1009	539
1700000095480	1597	-3298	-207	-808	-865	646
1700000095490	1362	-3189	77	-875	-735	680
1700000095500	1135	-3007	400	-895	-518	661
1700000095510	893	-2806	601	-927	-377	489
1700000095520	598	-2626	714	-952	-183	363
1700000095530	387	-2430	929	-918	26	108
1700000095540	181	-2152	950	-823	193	-105
1700000095550	84	-1923	880	-753	394	-331
1700000095560	12	-1744	909	-597	545	-568
1700000095570	25	-1533	787	-541	704	-627
1700000095580	154	-1394	612	-386	869	-707
1700000095590	296	-1268	339	-188	940	-644
1700000095600	598	-1055	69	-82	1016	-572
1700000095610	947	-970	-189	75	1028	-318
1700000095620	1326	-967	-505	195	1093	-154
1700000095630	1791	-956	-872	341	1031	90
1700000095640	2229	-940	-989	495	962	310
1700000095650	2609	-1012	-603	557	866	510
1700000095660	2974	-1134	-265	659	761	655
1700000095670	3213	-1235	25	721	627	664
1700000095680	3472	-1399	289	770	504	649
1700000095690	3540	-1586	530	798	299	547
1700000095700	3611	-1792	759	803	167	365
1700000095710	3596	-1985	861	717	-100	147
1700000095720	3539	-2223	883	675	-271	-46
1700000095730	3392	-2394	945	640	-469	-313
1700000095740	3235	-2659	882	533	-636	-470
1700000095750	3036	-2881	840	424	-796	-603
1700000095760	2888	-3064	657	263	-911	-739
1700000095770	2717	-3210	403	129	-1057	-645
1700000095780	2576	-3306	177	-44	-1142	-585
1700000095790	2403	-3432	-124	-191	-1189	-397
1700000095800	2338	-3466	-423	-330	-1184	-159
1700000095810	2194	-3536	-800	-447	-1144	66
1700000095820	2067	-3506	-1058	-585	-1081	260
1700000095830	1877	-3466	-673	-658	-1026	438
1700000095840	1639	-3377	-382	-782	-928	652
1700000095850	1451	-3276	-47	-835	-746	702
1700000095860	1229	-3102	255	-947	-631	651
1700000095870	977	-2907	509	-891	-421	593
1700000095880	726	-2692	674	-909	-241	417
1700000095890	491	-2472	823	-903	-27	194
1700000095900	291	-2252	956	-856	190	-48
1700000095910	135	-2043	960	-758	342	-260
1700000095920	48	-1813	947	-671	525	-429
1700000095930	7	-1595	846	-554	673	-589
1700000095940	86	-1434	664	-441	825	-714
1700000095950	255	-1230	465	-310	961	-681
1700000095960	558	-1154	241	-152	989	-576
1700000095970	811	-1041	-97	2	1040	-406
1700000095980	1230	-961	-407	170	1109	-229
1700000095990	1644	-945	-750	290	1043	15
1700000096000	2060	-942	-1078	449	1014	201
1700000096010	2469	-989	-766	529	913	439
1700000096020	2850	-1052	-341	635	844	557
1700000096030	3154	-1227	-98	728	677	696
1700000096040	3331	-1319	214	770	555	643
1700000096050	3501	-1488	462	764	367	611
1700000096060	3627	-1716	662	786	185	469
1700000096070	3647	-1911	826	756	-18	255
1700000096080	3534	-2175	963	725	-196	16
1700000096090	3430	-2407	967	651	-392	-163
1700000096100	3298	-2562	937	553	-562	-444
1700000096110	3130	-2789	854	450	-760	-608
1700000096120	2938	-2985	672	308	-881	-640
1700000096130	2786	-3165	498	154	-976	-694
1700000096140	2644	-3316	251	28	-1059	-610
1700000096150	2461	-3414	-36	-105	-1135	-486
1700000096160	2372	-3455	-329	-253	-1177	-264
1700000096170	2141	-3521	-687	-417	-1132	-36
1700000096180	2084	-3533	-1064	-532	-1118	209
1700000096190	1908	-3476	-814	-618	-1034	394
1700000096200	1767	-3411	-484	-765	-982	601
1700000096210	1545	-3320	-99	-844	-805	667
1700000096220	1321	-3141	125	-868	-657	716
1700000096230	1060	-2966	421	-917	-509	628
1700000096240	830	-2775	633	-936	-298	497
1700000096250	596	-2598	808	-926	-119	266
1700000096260	372	-2363	924	-828	64	55
1700000096270	208	-2096	962	-779	267	-156
1700000096280	95	-1880	956	-772	416	-415
1700000096290	-14	-1713	859	-580	585	-543
1700000096300	57	-1481	708	-469	802	-648
1700000096310	177	-1288	541	-330	882	-712
1700000096320	389	-1225	292	-225	936	-635
1700000096330	723	-1065	-16	-63	1015	-488
1700000096340	1078	-1001	-283	139	1045	-284
1700000096350	1442	-938	-584	246	1119	-57
1700000096360	1952	-917	-940	356	1066	144
1700000096370	2316	-950	-904	442	952	361
1700000096380	2754	-987	-525	589	853	561
1700000096390	3050	-1135	-210	673	736	672
1700000096400	3273	-1268	127	739	549	695
1700000096410	3461	-1430	376	791	413	656
1700000096420	3606	-1618	591	774	262	520
1700000096430	3667	-1878	803	779	88	311
1700000096440	3585	-2084	871	755	-177	68
1700000096450	3500	-2290	975	655	-341	-133
1700000096460	3360	-2517	972	584	-507	-353
1700000096470	3190	-2725	902	500	-692	-543
1700000096480	2994	-2895	792	402	-805	-653
1700000096490	2819	-3095	592	259	-939	-715
1700000096500	2660	-3249	360	71	-1052	-661
1700000096510	2591	-3354	91	-57	-1145	-516
1700000096520	2402	-3445	-243	-230	-1175	-330
1700000096530	2286	-3526	-563	-363	-1229	-146
1700000096540	2125	-3523	-903	-482	-1137	112
1700000096550	1983	-3474	-953	-586	-1072	325
1700000096560	1845	-3419	-590	-698	-992	508
1700000096570	1656	-3338	-272	-849	-858	619
1700000096580	1390	-3189	38	-870	-739	690
1700000096590	1165	-3007	333	-867	-540	669
1700000096600	896	-2899	576	-908	-405	531
1700000096610	671	-2608	777	-932	-210	387
1700000096620	439	-2439	871	-884	-3	176
1700000096630	237	-2166	911	-805	215	-76
1700000096640	69	-2001	929	-725	363	-294
1700000096650	17	-1766	900	-647	599	-494
1700000096660	58	-1551	796	-538	725	-628
1700000096670	108	-1358	613	-436	823	-670
1700000096680	313	-1283	398	-225	895	-638
1700000096690	603	-1120	147	-99	1004	-574
1700000096700	952	-990	-173	19	989	-343
1700000096710	1374	-935	-491	158	1137	-197
1700000096720	1747	-906	-820	323	1049	76
1700000096730	2147	-895	-996	472	990	333
1700000096740	2553	-1009	-642	528	943	483
1700000096750	2898	-1077	-354	676	783	640
1700000096760	3225	-1250	1	747	650	676
1700000096770	3412	-1362	256	785	494	656
1700000096780	3565	-1603	521	762	308	578
1700000096790	3587	-1786	722	777	141	377
1700000096800	3583	-2016	826	761	-52	213
1700000096810	3506	-2219	949	703	-265	-64
1700000096820	3384	-2419	956	632	-469	-248
1700000096830	3250	-2632	929	516	-616	-442
1700000096840	3064	-2844	769	404	-783	-606
1700000096850	2931	-3046	638	277	-928	-635
1700000096860	2749	-3204	454	160	-994	-679
1700000096870	2574	-3366	156	-39	-1118	-559
1700000096880	2449	-3467	-113	-160	-1156	-411
1700000096890	2321	-3469	-426	-293	-1169	-219
1700000096900	2158	-3549	-767	-502	-1155	41
1700000096910	2042	-3494	-1077	-577	-1072	270
1700000096920	1893	-3461	-714	-699	-1023	458
1700000096930	1714	-3349	-351	-771	-897	591
1700000096940	1457	-3263	-10	-828	-745	675
1700000096950	1263	-3097	214	-908	-656	677
1700000096960	989	-2894	478	-922	-483	592
1700000096970	765	-2708	671	-928	-274	436
1700000096980	483	-2504	830	-904	-72	242
1700000096990	298	-2294	943	-836	145	7
1700000097000	110	-2052	945	-809	289	-237
1700000097010	30	-1801	923	-659	465	-406
1700000097020	-26	-1598	827	-579	689	-632
1700000097030	32	-1425	693	-431	805	-677
1700000097040	240	-1278	497	-252	905	-703
1700000097050	504	-1151	196	-148	1053	-619
1700000097060	805	-1028	-24	-33	1062	-430
1700000097070	1195	-940	-375	108	1067	-265
1700000097080	1590	-943	-739	313	1050	-6
1700000097090	2037	-933	-1039	406	1049	230
1700000097100	2466	-994	-747	543	952	451
1700000097110	2790	-1091	-410	665	843	641
1700000097120	3151	-1203	-99	752	736	650
1700000097130	3339	-1303	207	729	545	660
1700000097140	3521	-1487	436	799	354	646
1700000097150	3597	-1745	640	797	259	437
1700000097160	3626	-1879	829	757	25	299
1700000097170	3563	-2122	896	741	-164	45
1700000097180	3435	-2319	945	685	-385	-149
1700000097190	3320	-2535	928	549	-560	-426
1700000097200	3123	-2749	855	464	-726	-544
1700000097210	2953	-2969	711	378	-872	-671
